2;CAETHG_2163 ← / ← CAETHG_2166;LTMG3;2308567;T→C;19.6%;0;
2;CAETHG_2167 →;LTMG3;2310456;Δ1 bp;17.9%;0;
2;CAETHG_2178 →;LTMG3;2321916;G→A;14.0%;0;
2;CAETHG_2179 →;LTMG3;2323394;C→T;25.7%;0;
2;CAETHG_2182 →;LTMG3;2326750;G→A;39.6%;0;
2;CAETHG_2235 → / → CAETHG_2236;LTMG3;2389717;Δ1 bp;47.9%;0;
2;CAETHG_2256 → / ← CAETHG_2257;LTMG3;2414132;+T;15.1%;0;
2;CAETHG_2257 ← / → CAETHG_2258;LTMG3;2414811;T→A;100%;0;
2;CAETHG_2282 →;LTMG3;2436370;Δ1 bp;62.2%;0;
2;CAETHG_2282 →;LTMG3;2436371;Δ1 bp;20.0%;0;
2;CAETHG_2311 →;LTMG3;2469657;G→A;47.5%;0;
2;CAETHG_2316 →;LTMG3;2476802;T→C;68.0%;0;
2;CAETHG_2319 →;LTMG3;2481880;T→C;46.2%;0;
2;CAETHG_2336 →;LTMG3;2497860;A→G;34.8%;0;
2;CAETHG_2353 → / → CAETHG_2354;LTMG3;2512632;Δ1 bp;14.3%;0;
2;secA → / → CAETHG_2365;LTMG3;2525653;G→A;64.4%;0;
2;CAETHG_2365 →;LTMG3;2526000;G→A;29.6%;0;
2;CAETHG_2365 →;LTMG3;2526541;G→A;31.4%;0;
2;CAETHG_2376 →;LTMG3;2538566;Δ1 bp;42.9%;0;
2;CAETHG_2411 ← / → CAETHG_2412;LTMG3;2576693;+T;11.7%;0;
2;CAETHG_2415 →;LTMG3;2580015;T→C;38.5%;0;
2;CAETHG_2448 →;LTMG3;2622342;Δ1 bp;55.4%;0;
2;CAETHG_2449 →;LTMG3;2622953;T→C;18.4%;0;
2;CAETHG_2464 →;LTMG3;2638877;A→G;11.4%;0;
2;CAETHG_2498 →;LTMG3;2677795;G→A;21.0%;0;
2;CAETHG_2499 →;LTMG3;2678997;Δ1 bp;40.7%;0;
2;CAETHG_2502 ←;LTMG3;2682422;Δ1 bp;33.3%;0;
2;CAETHG_2515 ←;LTMG3;2701308;G→A;60.0%;0;
2;CAETHG_2538 ←;LTMG3;2729307;Δ1 bp;20.3%;0;
2;CAETHG_2550 →;LTMG3;2743009;G→A;10.2%;0;
2;CAETHG_2557 →;LTMG3;2750453;G→A;38.4%;0;
2;CAETHG_2586 ←;LTMG3;2791439;G→A;59.1%;0;
2;CAETHG_2599 →;LTMG3;2804288;G→A;13.8%;0;
2;CAETHG_05145 →;LTMG3;2805817;G→A;37.5%;0;
2;CAETHG_2622 →;LTMG3;2825706;G→A;44.9%;0;
2;CAETHG_2654 → / → CAETHG_2656;LTMG3;2858145;C→T;11.4%;0;
2;CAETHG_2660 →;LTMG3;2864672;C→T;15.8%;0;
2;CAETHG_2678 →;LTMG3;2885145;Δ1 bp;36.8%;0;
2;CAETHG_2682 →;LTMG3;2890137;+A;48.1%;0;
2;CAETHG_2692 →;LTMG3;2901604;G→A;15.8%;0;
2;CAETHG_2703 →;LTMG3;2912262;G→A;13.8%;0;
2;CAETHG_2733 →;LTMG3;2949255;G→A;42.5%;0;
2;CAETHG_2819 →;LTMG3;3057538;A→G;16.1%;0;
2;CAETHG_2846 →;LTMG3;3082806;C→T;26.1%;0;
2;CAETHG_2847 ←;LTMG3;3084907;G→A;16.6%;0;
2;CAETHG_2871 →;LTMG3;3112200;Δ1 bp;47.1%;0;
2;CAETHG_2880 →;LTMG3;3120839;C→T;59.4%;0;
2;CAETHG_2926 → / → CAETHG_2927;LTMG3;3169098;G→A;23.3%;0;
2;CAETHG_2965 →;LTMG3;3210667;G→A;43.8%;0;
2;CAETHG_2993 →;LTMG3;3243742;G→A;51.9%;0;
2;CAETHG_3010 → / → CAETHG_3011;LTMG3;3265819;T→C;100%;0;
2;CAETHG_3015 →;LTMG3;3274108;+A;34.5%;0;
2;CAETHG_3028 →;LTMG3;3290342;G→A;59.3%;0;
2;CAETHG_3039 →;LTMG3;3304539;T→C;23.2%;0;
2;CAETHG_3039 →;LTMG3;3304773;G→A;28.3%;0;
2;CAETHG_3049 →;LTMG3;3313277;+A;21.7%;0;
2;CAETHG_3059 →;LTMG3;3323103;G→A;53.6%;0;
2;CAETHG_3066 →;LTMG3;3334007;A→G;50.0%;0;
2;CAETHG_3124 →;LTMG3;3388751;T→C;40.3%;0;
2;CAETHG_3137 ←;LTMG3;3400104;G→A;17.4%;0;
2;CAETHG_3174 →;LTMG3;3439608;T→C;18.2%;0;
2;CAETHG_3204 →;LTMG3;3461263;G→A;10.3%;0;
2;CAETHG_3206 →;LTMG3;3463787;Δ1 bp;100%;0;
2;CAETHG_3264 →;LTMG3;3520399;T→C;15.2%;0;
2;CAETHG_3318 →;LTMG3;3572643;Δ1 bp;55.0%;0;
2;CAETHG_3319 →;LTMG3;3573673;Δ1 bp;13.3%;0;
2;CAETHG_3322 →;LTMG3;3577337;G→A;20.3%;0;
2;CAETHG_3437 ←;LTMG3;3691718;T→C;45.0%;0;
2;CAETHG_3445 → / → CAETHG_3446;LTMG3;3699982;Δ1 bp;14.6%;0;
2;CAETHG_3491 ←;LTMG3;3741708;Δ1 bp;17.4%;0;
2;CAETHG_3497 → / → CAETHG_3498;LTMG3;3749616;T→C;48.3%;0;
2;CAETHG_3580 →;LTMG3;3849881;Δ1 bp;46.5%;0;
2;CAETHG_05500 → / → CAETHG_05505;LTMG3;3872076;G→A;11.7%;0;
2;CAETHG_05500 → / → CAETHG_05505;LTMG3;3872079;T→A;10.8%;0;
2;CAETHG_05500 → / → CAETHG_05505;LTMG3;3872080;T→G;10.8%;0;
2;CAETHG_05500 → / → CAETHG_05505;LTMG3;3872083;G→A;10.8%;0;
2;CAETHG_05500 → / → CAETHG_05505;LTMG3;3872084;T→C;10.8%;0;
2;CAETHG_3641 ←;LTMG3;3930636;A→G;25.7%;0;
2;CAETHG_3657 → / → CAETHG_3658;LTMG3;3960188;G→A;12.8%;0;
2;CAETHG_3676 → / → CAETHG_3677;LTMG3;3973417;+G;39.0%;0;
2;CAETHG_3791 → / → CAETHG_3793;LTMG3;4083448;Δ1 bp;42.9%;0;
2;CAETHG_3860 →;LTMG3;4151502;Δ1 bp;47.4%;0;
2;CAETHG_3878 →;LTMG3;4165290;Δ1 bp;45.9%;0;
2;CAETHG_3917 →;LTMG3;4210031;Δ1 bp;23.8%;0;
2;CAETHG_3951 ←;LTMG3;4245372;Δ1 bp;53.8%;0;
2;CAETHG_4002 → / → CAETHG_4003;LTMG3;4298901;T→C;11.4%;0;
2;CAETHG_4029 ←;LTMG3;4329110;G→C;25.5%;0;
2;CAETHG_4029 ←;LTMG3;4329137;G→A;24.2%;0;
2;CAETHG_4029 ←;LTMG3;4329155;A→G;14.5%;0;
2;CAETHG_4029 ←;LTMG3;4329185;C→T;10.3%;0;
2;CAETHG_4029 ←;LTMG3;4329200;G→C;10.2%;0;
2;CAETHG_4048 ←;LTMG3;4355382;A→G;12.1%;0;
